report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_children_cum,killed_women_cum,injured,massacres_cum,civdef_killed_cum
2024-08-02,mohtel,24,3460,39.0,39519.0,39,39519,16314,10980,91218.0,90,91218,79,,885,,165,,,90.0,,
2024-08-03,mohtel,24,3463,31.0,39550.0,31,39550,16314,10980,91280.0,62,91280,79,,885,,165,,,62.0,,
2024-08-04,mohtel,24,3465,33.0,39583.0,33,39583,16314,10980,91398.0,118,91398,79,,885,,165,,,118.0,,
2024-08-05,mohtel,24,3468,40.0,39623.0,40,39623,16314,10980,91469.0,71,91469,79,,885,,165,,,71.0,,
2024-08-06,mohtel,24,3471,30.0,39653.0,30,39653,16365,11012,91535.0,66,91535,79,885.0,885,166.0,166,16365.0,11012.0,66.0,3471.0,79.0
2024-08-07,mohtel,24,3473,24.0,39677.0,24,39677,16365,11012,91645.0,110,91645,79,,885,,166,,,110.0,,
2024-08-08,mohtel,24,3477,22.0,39699.0,22,39699,16365,11012,91722.0,77,91722,79,,885,,166,,,77.0,,
2024-08-09,mohtel,24,3480,51.0,39750.0,51,39750,16365,11012,91862.0,140,91862,79,,885,168.0,168,,,140.0,,
2024-08-10,mohtel,24,3483,40.0,39790.0,40,39790,16365,11012,92002.0,140,92002,79,,885,,168,,,140.0,,
2024-08-11,mohtel,0,3483,0.0,39790.0,0,39790,16365,11012,92002.0,0,92002,79,,885,,168,,,0.0,,
2024-08-12,mohtel,48,3486,107.0,39897.0,107,39897,16456,11088,92152.0,150,92152,79,885.0,885,168.0,168,16456.0,11088.0,150.0,3486.0,79.0
2024-08-13,mohtel,24,3488,32.0,39929.0,32,39929,16456,11088,92240.0,88,92240,79,,885,,168,,,88.0,,
2024-08-14,mohtel,24,3490,36.0,39965.0,36,39965,16456,11088,92294.0,54,92294,79,,885,,168,,,54.0,,
2024-08-15,mohtel,24,3493,40.0,40005.0,40,40005,16456,11088,92401.0,107,92401,79,,885,,168,,,107.0,,
2024-08-16,mohtel,0,3493,0.0,40005.0,0,40005,16456,11088,92401.0,0,92401,79,,885,,168,,,0.0,,
2024-08-17,mohtel,48,3498,69.0,40074.0,69,40074,16456,11088,92537.0,136,92537,79,,885,,168,,,136.0,,
2024-08-18,mohtel,24,3500,25.0,40099.0,25,40099,16456,11088,92609.0,72,92609,79,,885,,168,,,72.0,,
2024-08-19,mohtel,24,3503,40.0,40139.0,40,40139,16456,11088,92743.0,134,92743,79,,885,169.0,169,,,134.0,,
2024-08-20,mohtel,24,3506,34.0,40173.0,34,40173,16456,11088,92857.0,114,92857,79,,885,,169,,,114.0,,
2024-08-21,mohtel,24,3510,50.0,40223.0,50,40223,16456,11088,92981.0,124,92981,79,,885,170.0,170,,,124.0,,
2024-08-22,mohtel,24,3514,42.0,40265.0,42,40265,16456,11088,93144.0,163,93144,79,,885,,170,,,163.0,,
2024-08-23,mohtel,0,3514,0.0,40265.0,0,40265,16456,11088,93144.0,0,93144,79,,885,,170,,,0.0,,
2024-08-24,mohtel,48,3519,69.0,40334.0,69,40334,16456,11088,93356.0,212,93356,79,,885,,170,,,212.0,,
2024-08-25,mohtel,24,3522,71.0,40405.0,71,40405,16456,11088,93468.0,112,93468,79,,885,,170,,,112.0,,
2024-08-26,mohtel,24,3524,30.0,40435.0,30,40435,16589,11207,93534.0,66,93534,82,885.0,885,170.0,170,16589.0,11207.0,66.0,3524.0,82.0
2024-08-27,mohtel,24,3524,41.0,40435.0,41,40476,16589,11207,93534.0,113,93647,82,,885,171.0,171,,,113.0,,
2024-08-28,mohtel,24,3528,58.0,40534.0,58,40534,16589,11207,93778.0,131,93778,82,,885,172.0,172,,,131.0,,
2024-08-29,mohtel,24,3532,68.0,40602.0,68,40602,16589,11207,93855.0,77,93855,82,,885,,172,,,77.0,,
2024-08-30,mohtel,0,3532,0.0,40602.0,0,40602,16589,11207,93855.0,0,93855,82,,885,,172,,,0.0,,
2024-08-31,mohtel,48,3537,89.0,40691.0,89,40691,16673,11269,94060.0,205,94060,82,885.0,885,172.0,172,16673.0,11269.0,205.0,3537.0,82.0
2024-09-01,mohtel,24,3540,47.0,40738.0,47,40738,16673,11269,94154.0,94,94154,82,,885,,172,,,94.0,,
2024-09-02,mohtel,24,3543,48.0,40786.0,48,40786,16673,11269,94224.0,70,94224,82,,885,,172,,,70.0,,
2024-09-03,mohtel,24,3546,33.0,40819.0,33,40819,16673,11269,94291.0,67,94291,82,,885,,172,,,67.0,,
2024-09-04,mohtel,24,3549,42.0,40861.0,42,40861,16673,11269,94398.0,107,94398,82,,885,,172,,,107.0,,
2024-09-05,mohtel,24,3551,17.0,40878.0,17,40878,16673,11269,94454.0,56,94454,82,,885,,172,,,56.0,,
2024-09-06,mohtel,0,3551,0.0,40878.0,0,40878,16673,11269,94454.0,0,94454,82,,885,,172,,,0.0,,
2024-09-07,mohtel,48,3555,61.0,40939.0,61,40939,16673,11269,94616.0,162,94616,82,,885,,172,,,162.0,,
2024-09-08,mohtel,24,3558,33.0,40972.0,33,40972,16673,11269,94761.0,145,94761,82,,885,,172,,,145.0,,
2024-09-09,mohtel,24,3560,16.0,40988.0,16,40988,16673,11269,94825.0,64,94825,82,,885,,172,,,64.0,,
2024-09-10,mohtel,24,3563,32.0,41020.0,32,41020,16756,11346,94925.0,100,94925,82,885.0,885,172.0,172,16756.0,11346.0,100.0,3568.0,82.0
2024-09-11,mohtel,24,3567,64.0,41084.0,64,41084,16756,11346,95029.0,104,95029,82,,885,,172,,,104.0,,
2024-09-12,mohtel,24,3570,34.0,41118.0,34,41118,16756,11346,95125.0,96,95125,82,,885,,172,,,96.0,,
2024-09-13,mohtel,0,3570,0.0,41118.0,0,41118,16756,11346,95125.0,0,95125,82,,885,,172,,,0.0,,
2024-09-14,mohtel,48,3574,64.0,41182.0,64,41182,16756,11346,95280.0,155,95280,82,,885,,172,,,155.0,,
2024-09-15,mohtel,24,3577,24.0,41206.0,24,41206,16795,11378,95337.0,57,95337,83,885.0,885,173.0,173,16795.0,11378.0,57.0,3584.0,83.0
2024-09-16,mohtel,24,3580,20.0,41226.0,20,41226,16795,11378,95413.0,76,95413,83,,885,,173,,,76.0,,
2024-09-17,mohtel,24,3583,26.0,41252.0,26,41252,16795,11378,95497.0,84,95497,83,,885,,173,,,84.0,,
2024-09-18,mohtel,24,3585,20.0,41272.0,20,41272,16795,11378,95551.0,54,95551,83,,885,,173,,,54.0,,
2024-09-19,mohtel,0,3585,0.0,41272.0,0,41272,16795,11378,95551.0,0,95551,83,,885,,173,,,0.0,,
2024-09-20,mohtel,0,3585,0.0,41272.0,0,41272,16795,11378,95551.0,0,95551,83,,885,,173,,,0.0,,
2024-09-21,mohtel,72,3597,119.0,41391.0,119,41391,16795,11378,95760.0,209,95760,83,,885,,173,,,209.0,,
2024-09-22,mohtel,24,3600,40.0,41431.0,40,41431,16795,11378,95818.0,58,95818,83,,885,,173,,,58.0,,
2024-09-23,mohtel,24,3603,24.0,41455.0,24,41455,16795,11378,95878.0,60,95878,83,,885,,173,,,60.0,,
2024-09-24,mohtel,24,3606,12.0,41467.0,12,41467,16795,11378,95921.0,43,95921,83,,885,,173,,,43.0,,
2024-09-25,mohtel,24,3610,28.0,41495.0,28,41495,16859,11429,96006.0,85,96006,85,986.0,986,173.0,173,16859.0,11429.0,85.0,3617.0,85.0
2024-09-26,mohtel,24,3614,39.0,41534.0,39,41534,16859,11429,96092.0,86,96092,85,,986,,173,,,86.0,,
2024-09-27,mohtel,0,3614,0.0,41534.0,0,41534,16859,11429,96092.0,0,96092,85,,986,,173,,,0.0,,
2024-09-28,mohtel,48,3618,52.0,41586.0,52,41586,16859,11429,96210.0,118,96210,85,,986,,173,,,118.0,,
2024-09-29,mohtel,24,3618,9.0,41595.0,9,41595,16859,11429,96251.0,41,96251,85,,986,,173,,,41.0,,
2024-09-30,mohtel,24,3620,20.0,41615.0,20,41615,16891,11458,96359.0,108,96359,85,986.0,986,174.0,174,16891.0,11458.0,108.0,3628.0,85.0
2024-10-01,mohtel,24,3624,23.0,41638.0,23,41638,16891,11458,96460.0,101,96460,85,,986,,174,,,101.0,,
2024-10-02,mohtel,24,3629,51.0,41689.0,51,41689,16891,11458,96625.0,165,96625,85,,986,,174,,,165.0,,
2024-10-03,mohtel,24,3637,99.0,41788.0,99,41788,16891,11458,96794.0,169,96794,85,,986,,174,,,169.0,,
2024-10-04,mohtel,24,3640,14.0,41802.0,14,41802,16891,11458,96844.0,50,96844,85,,986,,174,,,50.0,,
2024-10-05,mohtel,24,3643,23.0,41825.0,23,41825,16891,11458,96910.0,66,96910,85,,986,,174,,,66.0,,
2024-10-06,mohtel,24,3646,45.0,41870.0,45,41870,16927,11487,97166.0,256,97166,85,986.0,986,175.0,175,16927.0,11487.0,256.0,3654.0,85.0
2024-10-07,mohtel,24,3650,39.0,41909.0,39,41909,16927,11487,97303.0,137,97303,85,,986,,175,,,137.0,,
2024-10-08,mohtel,24,3658,56.0,41965.0,56,41965,16927,11487,97590.0,287,97590,85,,986,,175,,,287.0,,
2024-10-09,mohtel,24,3661,45.0,42010.0,45,42010,16927,11487,97720.0,130,97720,85,,986,176.0,176,,,130.0,,
2024-10-10,mohtel,24,3666,55.0,42065.0,55,42065,16927,11487,97886.0,166,97886,85,,986,,176,,,166.0,,
2024-10-11,mohtel,24,3670,61.0,42126.0,61,42126,16927,11487,98117.0,231,98117,85,,986,,176,,,231.0,,
2024-10-12,mohtel,24,3675,49.0,42175.0,49,42175,16927,11487,98336.0,219,98336,85,,986,,176,,,219.0,,
2024-10-13,mohtel,24,3679,52.0,42227.0,52,42227,16927,11487,98464.0,128,98464,85,,986,,176,,,128.0,,
2024-10-14,mohtel,24,3683,62.0,42289.0,62,42289,16927,11487,98684.0,220,98684,85,,986,177.0,177,,,220.0,,
2024-10-15,mohtel,24,3687,55.0,42344.0,55,42344,17029,11585,99013.0,329,99013,85,986.0,986,177.0,177,17029.0,11585.0,329.0,3695.0,85.0
2024-10-16,mohtel,24,3691,65.0,42409.0,65,42409,17029,11585,99153.0,140,99153,85,,986,,177,,,140.0,,
2024-10-17,mohtel,24,3695,29.0,42438.0,29,42438,17029,11585,99246.0,93,99246,85,,986,,177,,,93.0,,
2024-10-18,mohtel,24,3699,62.0,42500.0,62,42500,17029,11585,99546.0,300,99546,85,,986,,177,,,300.0,,
2024-10-19,mohtel,24,3702,19.0,42519.0,19,42519,17029,11585,99637.0,91,99637,85,,986,,177,,,91.0,,
2024-10-20,mohtel,24,3709,84.0,42603.0,84,42603,17029,11585,99795.0,158,99795,85,,986,,177,,,158.0,,
2024-10-21,mohtel,0,3709,0.0,42603.0,0,42603,17029,11585,99795.0,0,99795,85,,986,,177,,,0.0,,
2024-10-22,mohtel,48,3716,115.0,42718.0,115,42718,17029,11585,100282.0,487,100282,85,,986,,177,,,487.0,,
2024-10-23,mohtel,24,3722,74.0,42792.0,74,42792,17029,11585,100412.0,130,100412,85,,986,,177,,,130.0,,
2024-10-24,mohtel,24,3726,55.0,42847.0,55,42847,17029,11585,100544.0,132,100544,85,,986,,177,,,132.0,,
2024-10-25,mohtel,0,3726,0.0,42847.0,0,42847,17210,11742,100544.0,0,100544,85,1047.0,1047,177.0,177,17210.0,11742.0,0.0,,85.0
2024-10-26,mohtel,48,3733,77.0,42924.0,77,42924,17210,11742,100833.0,289,100833,85,,1047,,177,,,289.0,,
2024-10-27,mohtel,0,3733,0.0,42924.0,0,42924,17210,11742,100833.0,0,100833,85,,1047,182.0,182,,,0.0,,
2024-10-28,mohtel,48,3738,96.0,43020.0,96,43020,17210,11742,101110.0,277,101110,85,,1047,,182,,,277.0,,
2024-10-29,mohtel,24,3742,41.0,43061.0,41,43061,17210,11742,101223.0,113,101223,85,,1047,,182,,,113.0,,
2024-10-30,mohtel,24,3747,102.0,43163.0,102,43163,17289,11815,101510.0,287,101510,85,1047.0,1047,182.0,182,17289.0,11815.0,287.0,,85.0
2024-10-31,mohtel,24,3753,41.0,43204.0,41,43204,17289,11815,101641.0,131,101641,85,,1047,,182,,,131.0,,
2024-11-01,mohtel,24,3756,55.0,43259.0,55,43259,17289,11815,101827.0,186,101827,85,,1047,,182,,,186.0,,
2024-11-02,mohtel,24,3763,55.0,43314.0,55,43314,17289,11815,102019.0,192,102019,85,,1047,183.0,183,,,192.0,,
2024-11-03,mohtel,24,3767,27.0,43341.0,27,43341,17289,11815,102105.0,86,102105,85,,1047,,183,,,86.0,,
2024-11-04,mohtel,24,3770,33.0,43374.0,33,43374,17289,11815,102261.0,156,102261,85,,1047,,183,,,156.0,,
2024-11-05,mohtel,24,3773,17.0,43391.0,17,43391,17289,11815,102347.0,86,102347,85,,1047,,183,,,86.0,,
2024-11-06,mohtel,0,3773,0.0,43391.0,0,43391,17289,11815,102347.0,0,102347,85,,1047,,183,,,0.0,,
2024-11-07,mohtel,48,3779,78.0,43469.0,78,43469,17289,11815,102561.0,214,102561,85,,1047,,183,,,214.0,,
2024-11-08,mohtel,24,3782,39.0,43508.0,39,43508,17289,11815,102684.0,123,102684,85,,1047,,183,,,123.0,,
2024-11-09,mohtel,24,3786,44.0,43552.0,44,43552,17385,11891,102765.0,81,102765,85,1054.0,1054,188.0,188,17385.0,11891.0,81.0,,85.0
2024-11-10,mohtel,24,3789,51.0,43603.0,51,43603,17385,11891,102929.0,164,102929,85,,1054,,188,,,164.0,,
2024-11-11,mohtel,0,3789,0.0,43603.0,0,43603,17385,11891,102929.0,0,102929,85,,1054,,188,,,0.0,,
2024-11-12,mohtel,48,3794,62.0,43665.0,62,43665,17385,11891,103076.0,147,103076,85,,1054,,188,,,147.0,,
2024-11-13,mohtel,24,3801,47.0,43712.0,47,43712,17385,11891,103258.0,182,103258,85,,1054,,188,,,182.0,,
2024-11-14,mohtel,24,3804,24.0,43736.0,24,43736,17385,11891,103370.0,112,103370,85,,1054,,188,,,112.0,,
2024-11-15,mohtel,24,3807,28.0,43764.0,28,43764,17385,11891,103490.0,120,103490,85,,1054,,188,,,120.0,,
2024-11-16,mohtel,24,3810,35.0,43799.0,35,43799,17385,11891,103601.0,111,103601,85,,1054,,188,,,111.0,,
2024-11-17,mohtel,24,3816,47.0,43846.0,47,43846,17385,11891,103740.0,139,103740,85,,1054,,188,,,139.0,,
2024-11-18,mohtel,24,3820,76.0,43922.0,76,43922,17385,11891,103898.0,158,103898,85,,1054,,188,,,158.0,,
2024-11-19,mohtel,24,3823,50.0,43972.0,50,43972,17492,11979,104008.0,110,104008,86,1054.0,1054,188.0,188,17492.0,11979.0,110.0,,86.0
2024-11-20,mohtel,24,3825,13.0,43985.0,13,43985,17492,11979,104092.0,84,104092,86,,1054,,188,,,84.0,,
2024-11-21,mohtel,24,3830,71.0,44056.0,71,44056,17492,11979,104268.0,176,104268,86,,1054,,188,,,176.0,,
2024-11-22,mohtel,0,3830,0.0,44056.0,0,44056,17492,11979,104268.0,0,104268,86,,1054,,188,,,0.0,,
2024-11-23,mohtel,48,3837,120.0,44176.0,120,44176,17492,11979,104473.0,205,104473,86,,1054,189.0,189,,,205.0,,
2024-11-24,mohtel,24,3841,35.0,44211.0,35,44211,17492,11979,104567.0,94,104567,86,,1054,,189,,,94.0,,
2024-11-25,mohtel,24,3843,24.0,44235.0,24,44235,17492,11979,104638.0,71,104638,86,,1054,,189,,,71.0,,
2024-11-26,mohtel,24,3846,14.0,44249.0,14,44249,17492,11979,104746.0,108,104746,86,,1054,,189,,,108.0,,
2024-11-27,mohtel,24,3849,33.0,44282.0,33,44282,17492,11979,104880.0,134,104880,86,,1054,190.0,190,,,134.0,,
2024-11-28,mohtel,24,3852,48.0,44330.0,48,44330,17492,11979,104933.0,53,104933,86,,1054,,190,,,53.0,,
2024-11-29,mohtel,24,3855,33.0,44363.0,33,44363,17581,12048,105070.0,137,105070,87,1055.0,1055,190.0,190,17581.0,12048.0,137.0,,87.0
2024-11-30,mohtel,24,3859,19.0,44382.0,19,44382,17581,12048,105142.0,72,105142,87,,1055,,190,,,72.0,,
2024-12-01,mohtel,24,3865,47.0,44429.0,47,44429,17581,12048,105250.0,108,105250,87,,1055,192.0,192,,,108.0,,
2024-12-02,mohtel,24,3869,37.0,44466.0,37,44466,17581,12048,105358.0,108,105358,87,,1055,,192,,,108.0,,
2024-12-03,mohtel,24,3871,36.0,44502.0,36,44502,17581,12048,105454.0,96,105454,87,,1055,,192,,,96.0,,
2024-12-04,mohtel,24,3874,30.0,44532.0,30,44532,17581,12048,105538.0,84,105538,87,,1055,,192,,,84.0,,
2024-12-05,mohtel,24,3879,48.0,44580.0,48,44580,17581,12048,105739.0,201,105739,87,,1055,,192,,,201.0,,
2024-12-06,mohtel,24,3882,32.0,44612.0,32,44612,17581,12048,105834.0,95,105834,87,,1055,,192,,,95.0,,
2024-12-07,mohtel,24,3886,52.0,44664.0,52,44664,17581,12048,105976.0,142,105976,87,,1055,,192,,,142.0,,
2024-12-08,mohtel,24,3890,44.0,44708.0,44,44708,17581,12048,106050.0,74,106050,87,,1055,,192,,,74.0,,
2024-12-09,mohtel,24,3893,50.0,44758.0,50,44758,17712,12136,106134.0,84,106134,88,1059.0,1059,192.0,192,17712.0,12136.0,84.0,,88.0
2024-12-10,mohtel,24,3897,28.0,44786.0,28,44786,17712,12136,106188.0,54,106188,88,,1059,,192,,,54.0,,
2024-12-11,mohtel,24,3899,19.0,44805.0,19,44805,17712,12136,106257.0,69,106257,88,,1059,193.0,193,,,69.0,,
2024-12-12,mohtel,24,3902,30.0,44835.0,30,44835,17712,12136,106356.0,99,106356,88,,1059,,193,,,99.0,,
2024-12-13,mohtel,24,3905,40.0,44875.0,40,44875,17712,12136,106454.0,98,106454,88,,1059,,193,,,98.0,,
2024-12-14,mohtel,24,3907,55.0,44930.0,55,44930,17712,12136,106624.0,170,106624,88,,1059,,193,,,170.0,,
2024-12-15,mohtel,24,3912,46.0,44976.0,46,44976,17712,12136,106759.0,135,106759,88,,1059,196.0,196,,,135.0,,
2024-12-16,mohtel,24,3919,52.0,45028.0,52,45028,17712,12136,106962.0,203,106962,88,,1059,,196,,,203.0,,
2024-12-17,mohtel,24,3922,31.0,45059.0,31,45059,17712,12136,107041.0,79,107041,88,,1059,,196,,,79.0,,
2024-12-18,mohtel,24,3925,38.0,45097.0,38,45097,17712,12136,107244.0,203,107244,88,,1059,,196,,,203.0,,
2024-12-19,mohtel,24,3929,32.0,45129.0,32,45129,17803,12224,107338.0,94,107338,94,1060.0,1060,196.0,196,17803.0,12224.0,94.0,,94.0
2024-12-20,mohtel,24,3932,77.0,45206.0,77,45206,17803,12224,107512.0,174,107512,94,,1060,,196,,,174.0,,
2024-12-21,mohtel,24,3935,21.0,45227.0,21,45227,17803,12224,107573.0,61,107573,94,,1060,,196,,,61.0,,
2024-12-22,mohtel,24,3939,32.0,45259.0,32,45259,17803,12224,107627.0,54,107627,94,,1060,,196,,,54.0,,
2024-12-23,mohtel,24,3944,58.0,45317.0,58,45317,17803,12224,107713.0,86,107713,94,,1060,,196,,,86.0,,
2024-12-24,mohtel,24,3947,21.0,45338.0,21,45338,17803,12224,107764.0,51,107764,94,,1060,,196,,,51.0,,
2024-12-25,mohtel,24,3950,23.0,45361.0,23,45361,17803,12224,107803.0,39,107803,94,,1060,,196,,,39.0,,
2024-12-26,mohtel,24,3953,38.0,45399.0,38,45399,17803,12224,107940.0,137,107940,94,,1060,,196,,,137.0,,
2024-12-27,mohtel,24,3956,37.0,45436.0,37,45436,17803,12224,108038.0,98,108038,94,,1060,,196,,,98.0,,
2024-12-28,mohtel,24,3958,48.0,45484.0,48,45484,17803,12224,108090.0,52,108090,94,,1060,,196,,,52.0,,
2024-12-29,mohtel,24,3958,30.0,45514.0,30,45514,17818,12287,108189.0,99,108189,94,1068.0,1068,201.0,201,17818.0,12287.0,99.0,7176.0,94.0
2024-12-30,mohtel,24,3961,27.0,45541.0,27,45541,17818,12287,108338.0,149,108338,94,,1068,,201,,,149.0,,
2024-12-31,mohtel,0,3961,0.0,45541.0,0,45541,17818,12287,108338.0,0,108338,94,,1068,,201,,,0.0,,
2025-01-01,mohtel,48,3963,12.0,45553.0,12,45553,17818,12287,108379.0,41,108379,94,,1068,,201,,,41.0,,
2025-01-02,mohtel,24,3968,28.0,45581.0,28,45581,17818,12287,108438.0,59,108438,94,,1068,,201,,,59.0,,
2025-01-03,mohtel,24,3976,77.0,45658.0,77,45658,17818,12287,108583.0,145,108583,94,,1068,202.0,202,,,145.0,,
2025-01-04,mohtel,24,3980,59.0,45717.0,59,45717,17818,12287,108856.0,273,108856,94,,1068,,202,,,273.0,,
